1,1456.525,1248.868,1228.207,1327.904,1972.808,714.211,900.676,588.493,715.635,1128.88,2012.218,939.562,416.274,346.407,1009.496,1250.019,1173.897,1252.409,1078.857,1260.664,1072.552,476.487,392.266,400.464,318.038,324.257,737.76,563.894,571.5,871.07,1227,498.05,329.857,319.855,186.911,367.243,436.581,269.786,352.775,278.277,343.643,393.533,346.904,200.756,216.775,92.806,330.82,980.963,994.821,886.884,792.104,705.61,1117.919,1300.431,879.95,415.266,868.219,714.26,392.493,238.135,223.743,532.367,288.842,256.045,290.58,203.426,150.515,140.84,156.91,501.443,181.092,203.965
2,1496.05,1234.302,1275.963,1349.215,1947.663,716.698,956.053,636.181,785.087,1026.27,1855.25,967.098,459.444,377.421,996.478,1244.938,1086.897,1143.182,961.234,1170.914,1029.093,406.724,417.536,396.068,285.949,300.868,657.79,574.099,592.038,749.617,1200.823,449.407,285.414,311.785,190.349,329.314,415.048,242.857,302.191,250.098,298.101,398.234,348.812,204.098,177.663,105.44,317.043,1038.363,1093.321,879.096,838.083,762.47,1102.895,1264.236,903.543,419.215,1007.641,711.219,405.39,210.707,227.846,542.76,288.802,236.83,317.284,197.926,148.103,144.368,144.723,484.684,176.319,186.191
3,1535.676,1217.441,1253.512,1367.52,2073.178,725.779,1011.232,616.761,731.163,1101.46,1957.622,936.696,415.613,406.813,991.165,1282.991,1101.369,1251.65,1061.896,1197.586,1041.93,432.779,422.458,401.292,318.089,330.958,683.96,564.57,599.933,789.93,1094.406,497.871,306.188,284.548,198.016,305.429,451.387,285.536,356.011,268.089,354.05,447.175,342.351,204.591,215.006,99.856,321.491,1068.137,1067.202,976.377,789.146,784.85,1196.826,1383.931,1001.35,447.304,1028.797,754.562,457.515,246.947,210.191,523.279,299.949,244.973,320.886,213.793,149.787,149.951,147.06,455.076,214.118,230.106
4,1502.741,1264.544,1363.512,1351.932,2098.524,707.92,1008.333,655.978,737.644,1112.575,1911.955,911.161,469.129,404.785,1023.482,1290.566,1316.939,1270.591,1104.896,1263.534,1050.233,483.593,385.182,399.047,350.992,337.882,775.3,600.689,553.817,903.188,1305.427,468.136,331.466,298.518,206.974,340.65,446.556,298.35,385.809,256.08,369.235,387.613,324.428,180.226,179.962,94.139,365.547,1022.388,1115.321,1005.137,823.958,791.05,1139.43,1270.639,920.957,468.544,1006.766,783.698,457.096,264.955,234.449,547.114,283.638,239.304,410.239,219.977,167.831,167.556,158.277,515.215,239.227,237.27
5,1544.166,1211.272,1308.244,1354.282,2009.298,706.412,967.763,668.457,771.904,1112.46,1816.596,986.777,462.331,357.785,899.933,1300.9,1222.561,1284.766,1112.63,1217.5,1023.442,496.809,410.99,377.604,323.593,284.75,719.63,608.755,534.971,837.32,1229.615,508.279,312.429,302.719,217.109,294.707,430.242,250.957,418.337,288.098,323.933,412.993,342.51,205.671,204.331,111.681,337.261,1007.412,1029.548,923.63,853.479,777.21,1210.884,1406.944,1016.929,486.203,1047.031,755.146,464.14,253.376,211.081,549.544,296.006,246.616,332.602,218.215,145.272,177.257,149.771,473.203,229.815,205.652
6,1589.424,1262.787,1325.055,1330.497,1965.827,705.472,949.063,640.587,697.971,1046.525,1837.449,900.214,464.218,366.075,983.281,1279.353,1141.953,1097.241,983.565,1167.974,957.5,444.065,398.536,388.984,268.148,308.736,770.97,541.629,552.423,816.555,1231.854,488.529,300.165,298.596,210.776,283.021,422.073,266.557,360.562,236.25,362.702,417.65,309.577,192.256,185.844,97.63,348.292,1001.237,1105.964,890.349,828.615,768.45,1260.163,1340.333,956.279,429.114,955.781,815.812,414.176,228.519,228.926,509.582,295.78,237.25,357.227,204.562,142.044,160.694,140.283,444.835,206.866,220.298
7,1358.935,1126.596,1237.933,1269.028,1994.149,699.146,893.295,608.464,711.202,1031.59,1907.481,890.571,442.879,376.154,961.304,1208.456,1072.841,1158.022,978.935,1134.198,924.494,447.628,383.026,388.812,297.318,298.347,666.27,551.834,525.769,768.211,1242.552,516.714,307.286,298.149,205.5,314.086,424.726,251.507,305.315,252.527,340.298,380.182,331.668,199.311,195.175,97.602,331.199,876.787,898.393,837.219,740.74,701.14,965.837,1147.069,780.814,396.228,869.297,623.438,388.551,229.226,192.463,505.089,291.26,240.295,324.932,177.539,153.301,123.556,125.494,422.684,189.824,201.248
8,1433.647,1141.14,1193.896,1344.277,2085.591,706.342,958.271,614.862,710.135,1151.015,1973.91,872.232,482.524,363.724,1008.076,1328.103,1279.682,1339.657,1107.318,1238.009,1141.831,510.729,426.286,476.25,308.695,331.299,831.91,574.51,528.99,782.07,1162.323,482.829,353.158,314.996,203.526,342.679,461.331,279.95,392.663,265.714,347.815,405.496,330,213.567,209.231,104.676,313.882,843.037,933.833,919.055,786.906,736.18,1038.802,1119.569,793.757,433.557,961.25,728.438,437.64,240.09,200.243,485.063,292.333,243.429,323.58,203.262,151.14,160.299,152.946,478.937,202.765,203.128
9,1713.245,1265.177,1319.311,1320.475,2112.317,688.809,950.217,607.399,684.183,1146.225,2015.423,1034.098,467.677,403.224,987.263,1243.191,1238.393,1223.474,1120.987,1210.655,1063.977,474.055,399.182,424.802,315.78,315.271,733.84,612.854,611.048,848.594,1229.802,490.457,300.368,315.259,198.542,318.143,482.935,284.314,373.517,280.804,386.697,435.453,348.365,226.213,186.587,107.338,347.335,1082.012,1115.19,1011.945,930.896,864.23,1221.477,1370.236,999.521,535.734,1074.203,846.646,476.272,266.03,236.618,508.241,281.328,280.393,356.136,225.77,154.787,152.25,160.307,450.354,229.782,193.099
10,1796.403,1350.147,1426.756,1346.04,2015.048,669.106,947.169,644.442,751.115,1083.915,1930.186,935.312,475.96,377.14,1004.817,1287.691,1247.173,1277.482,1179.487,1324.397,1087.779,504.362,403.271,409.276,327.602,315.806,708.92,624.417,607.442,867.305,1198.99,518.157,300.135,337.25,211.703,334.657,476.645,260.257,403.685,280.804,361.42,418.117,341.851,206.561,196.5,111.361,329.814,1124.012,1160.143,961.11,982.969,897.3,1278.209,1403.222,1027.65,462.304,1062.656,832.906,482.566,234.759,216.301,499.19,273.87,236.304,360.614,241.246,182.485,209.042,151.434,507.759,215.697,235.113
11,1768.029,1290.529,1320.909,1316.808,2088.466,724.281,945.72,621.167,742.5,1134.54,1876.436,960.188,461.226,375.995,996.406,1320.003,1231.042,1263.372,1133.325,1281.836,1048.791,489.844,402.865,442.245,306.814,357.646,748.94,576.126,575.49,914.414,1188.552,500.7,325.466,308.706,210.208,319.85,455.726,268.693,348.539,286.67,345.773,433.474,340.591,220.439,185.856,115.042,340.031,1007.013,1039.583,934.192,888.906,825.79,1230.163,1321.167,1003.493,496.608,971.625,794.656,456.765,246,235.801,558.152,304.373,245.17,354.636,216.27,185.699,136.771,157.572,517.949,243.513,218.085
12,1668.885,1486.573,1547.793,1376.853,1974.481,801.754,1045.251,689.543,724.029,1142.78,1968.776,934.911,392.371,385.182,991.17,1364.403,1298.477,1265.212,1101.084,1359.147,1074.901,512.392,436.37,463.214,330.576,347.174,814.71,589.364,679.385,920.414,1250.385,552.521,350.511,316.18,238.599,353.179,460.306,266.807,375.685,296.08,432.097,370.591,341.106,222.201,202.625,118.384,333.87,1142.613,1186.679,1046.74,905.885,877.47,1279.128,1440,1054.371,527.456,1171.688,847.927,521.963,222.383,247.051,577.203,315.203,274.768,399.727,241.191,194.831,166.771,163.578,440.139,225.286,238.057
13,1762.806,1345.64,1487.915,1354.802,2035.702,726.377,995.459,657.978,790.308,1155.59,1945.359,948.982,486.726,408.879,995.754,1209.688,1276.308,1189.511,1082.182,1266.871,1129.872,473.442,438.276,365.177,314.669,339.458,823.4,610.172,554.673,860.578,1212.771,542.486,317.068,346.873,199.427,333.079,451.065,269.721,390.326,260.821,354.836,457.774,358.635,203.341,167.881,98.176,357.304,1124.287,1152.071,1038.342,942.354,861.73,1294.895,1413.694,966.071,492.253,1007.328,758.615,460.566,262.218,194.61,512.937,305.418,291.536,360.739,223.41,171.368,161.41,165.729,471.456,235.496,251.922
14,1465.057,1277.684,1283.604,1268.028,1965.457,720.94,997.85,639.928,667.663,1116.69,1874.455,970.143,452.556,396.262,1003.196,1237.947,1173.262,1239.526,1022.396,1201.948,1069.134,470.191,386.625,399.51,313.665,317.792,728.04,576.536,573.875,811.688,1233.198,555.793,309.429,301.965,205.484,315.679,440.573,243.907,309.652,282.036,353.903,389.876,305.558,202.628,201.556,106.875,311.099,974.4,991.262,863.959,758.969,732.63,1033.547,1187.125,907.836,450.114,903.453,675.073,432.691,235.992,217.647,491.835,339.203,260.679,355.739,189.551,148.265,157.09,159.367,493.797,207.454,248.823
15,1632.446,1244.235,1316.988,1319.22,2016.37,706.568,913.966,683.007,713.394,1081.375,1786.737,1005.071,469.073,388.589,998.598,1389.45,1232.813,1327.029,1101.403,1302.819,1148.733,508.819,377.724,430.234,299.394,308.882,833.05,618.45,528.788,876.57,1223.042,523.193,339.714,329.32,202.484,318.05,494.782,272.136,383.584,264.518,342.269,418.153,346.606,242.951,176.444,109.014,348.478,1021.275,1030.929,861.678,912.219,814.9,1127.756,1410.375,952.914,519.38,1059.609,743.552,410.478,253.985,227.081,534.873,316.847,254.089,332.977,229.875,176.463,162.021,163.181,472.899,222.664,226.567
16,1588.676,1309.978,1412.421,1323.847,1959.716,750.256,971.841,651.717,724.279,1218.375,1922.936,972.982,459.887,383.626,955.375,1364.309,1266.621,1396.387,1099.403,1291.259,1085.076,482.628,420.51,441.615,333.746,320.444,769.04,595.477,560.346,879.188,1180.031,493.9,325.083,365.193,217.141,334.15,485.331,297.971,392.539,272.125,370.008,433.109,335.245,207.409,212.375,125.472,361,993.575,1107.524,945.432,924.083,872.89,1148.64,1378.014,966.214,463.823,1072,834.323,446.816,249.865,204.404,556.785,277.746,268.348,358.864,217.715,164.125,148.174,156.88,464.823,228.353,235.092
17,1664.41,1274.662,1362.36,1369.175,2022.361,709.457,1018.71,687.754,718.683,1159.5,1991.917,985.357,470.242,363.131,994.304,1293.113,1269.607,1288.423,1083.695,1386.578,1078.087,471.332,413.99,435.141,347.517,326.438,780.09,661.901,551.24,881.273,1230.177,551.807,313.714,321.513,200.802,362.279,487.952,269.029,368.674,329.25,362.147,394.657,345.293,216.287,201.256,109.403,385.497,1052.375,1081.345,947.699,836.562,847.42,1258.744,1343.875,982.114,465.19,1050.969,730.698,470.919,255.188,225.434,506.899,328.503,234.607,367.943,222.824,166.103,144.958,135.566,502.722,235.958,237.695
18,1650.583,1380.89,1343.677,1347.774,1922.466,735.774,996.995,691.681,757.827,1158.315,1841.66,964.054,482.653,371.972,965.938,1304.459,1198.444,1203.423,983.045,1178.888,1052.116,460.302,399.828,408.104,309,328.236,763.18,590.404,516.029,800.18,1112.812,518.179,300.872,300.728,206.203,332.071,440.435,295.871,326.213,284.321,376.126,423.606,333.24,209.03,191.562,95.245,347.919,1188.412,1204.929,1037.068,912.333,876.2,1231.233,1450.208,1045.529,523.544,1144.812,823.312,445.507,228.436,238.051,554.823,323.198,245.955,352.386,232.223,194.434,160.542,154.41,525.684,203.193,241.56
19,1498.719,1290.971,1220.14,1296.458,2005.221,688.477,936.87,631.833,756.952,1045.71,1802.756,955.143,434.677,399.322,990.799,1246.131,1155.682,1237.139,1133.87,1185.836,1042.808,505.151,416.875,410.005,322.297,344.951,685.73,571.305,516.029,850,1276.177,539.671,315.511,343.329,199.479,301.75,439.734,271.636,386.303,281.554,323,431.934,349.048,193.549,198.469,117.153,349.273,982.438,1079.536,874.651,815.312,736.1,1083.081,1245.556,838.814,436.81,961.688,694.594,404.022,255.835,239.721,556.367,326.763,253.045,351.636,205.773,171.338,162.764,147.09,476.443,217.025,248.078
20,1711.158,1404.566,1354.652,1339.514,2033,765.95,984.71,652.08,741.817,1092.63,1887.788,1007.536,492.113,394,998.353,1244.647,1277.178,1272.547,994.364,1186.319,1039.395,473.538,426.276,432.562,321.742,278.194,721.31,612.477,581.587,845.594,1153.406,532.821,343.316,316.254,198.464,315.1,430.734,279.129,355.933,265.911,375.282,423.401,327.279,234.652,184.931,110.653,315.255,1053.188,1093.833,966.788,843.49,853.6,1157.977,1343.431,904.929,507.62,1047.266,695.052,466.544,251,229.456,555.76,315.949,285.741,352.227,226.516,156.206,160.958,165.482,542.557,212.21,238.851
21,1634,1256.573,1378.134,1279.542,1868.212,690.839,947.333,618.558,718.635,1105.96,1973.327,913.616,451.879,377.561,986.152,1359.175,1225.537,1365.825,1207,1369.69,1065.384,495.342,406.141,458.599,338.953,355.208,765.64,600.854,564.096,856.938,1217.24,511.807,351.015,340.342,195.505,324.864,478.282,288.357,387.764,263.42,370.571,423.686,301.798,208.659,241.181,120.13,350.752,1078.412,956.607,923.096,849.99,786.27,1194.593,1486.236,968.071,469.304,1068.75,763.594,418.463,242.466,220.993,521.481,339.051,254.768,327.761,210.289,164.294,152.201,167.44,471.557,199.361,233.184
22,1633.374,1241.147,1341.976,1381.746,2012.933,734.407,1005.251,659.949,696.788,1085.775,1788.962,951.393,473.048,348.706,976.853,1324.225,1222.71,1305.401,1111.357,1200,1074.552,498.312,399.208,444.349,311.894,359.694,726.05,589.066,551.048,784.766,1225.031,513.307,338.331,320.855,207.109,327.993,426.71,244.786,347.326,282.545,366.168,358.774,360.043,212.024,176.869,104.708,351.857,1023.975,1075.869,936.815,872.406,785.2,1197.384,1372.125,948.6,491.215,1017.422,769.073,427.897,230.414,224.353,512.658,332.819,271.455,366.534,227.98,152.618,152.847,150.199,478.481,209.79,223.411
23,1687.101,1248.162,1293.451,1224.362,1950.49,726.402,948.285,635.138,701.106,1106.43,1845.378,927.607,442.798,390.776,948.866,1237.778,1179.107,1153.657,1012.195,1167.569,1069.61,455.136,391.396,424.391,295.182,293.667,761.74,619.086,559.567,767.352,1197.167,531.393,340.158,299.684,197.234,311.829,416.726,268.814,366.865,260.205,341.071,421.832,344.62,207.293,190.738,98.431,345.217,1010.438,1037.595,893.034,855.927,777.53,1170.488,1299.611,909.521,444.456,1031.109,674.01,408.654,248.707,213.529,464.785,305.548,236.366,355.92,220.254,166.544,150.528,173.861,494.608,197.395,229.759
24,1608.266,1275.029,1381.128,1334.418,1898.125,718.94,942.077,618.652,727.875,1073.055,1850.026,932.188,428.113,355.79,954.147,1385.284,1266.379,1312.401,1169.753,1292.552,1107.105,519.266,435.547,388.594,348.182,317.986,803.89,656.576,560.683,932.867,1182.333,505.136,310.887,388.342,202.615,344.607,416.79,293.314,433.371,290.545,398.361,407.336,358.12,227.585,193.462,109.444,346.789,1036.475,1127.548,1005.856,872.396,791.95,1148.256,1382.014,966.879,514.139,1118.188,799.969,469.456,228.211,218.316,521.709,308.927,244.857,319.545,234.312,184.537,163.292,163.38,537.316,199.118,237.823
25,1699.094,1459.772,1336.104,1347.13,2011.923,720.437,1023.681,657.913,756.125,1112.13,1856.84,967.821,441.847,391.477,997.25,1331.469,1231.86,1345.745,1124.922,1398.457,1104.89,505.136,407.115,456.562,319.597,309.167,726.75,605.914,514.308,874,1182.01,570.129,326.083,315.197,187.375,325.714,482.887,300.793,391.517,249.241,370.361,408.277,338.062,239.988,200.962,113.509,351.056,966.888,1127.714,966.014,825.573,772.33,1194.663,1311.972,962.879,512.544,1126.969,734.312,466.36,242.218,222.507,565.367,322.237,270.991,359.705,220.07,166.5,150.896,159.807,448.975,235.092,274.44
26,1728.496,1435.735,1494.244,1346.983,2018.832,744.181,1027.019,638.493,776.308,1080.225,1840.391,916.241,425.056,367.397,960.277,1338.794,1190.033,1274.504,1146.89,1321.526,1056.163,540.442,413.969,466.214,293.089,296.639,719.1,580.391,582.481,861.102,1185.177,503.8,341.361,321.614,192.979,346.571,481.516,290.757,371.843,251.714,337.046,382.482,349.659,220.939,197.669,106.037,339.404,1056.287,1059.345,940.336,958.135,857.65,1177.151,1511.139,1083.686,491.608,1112.797,802.125,441.537,208.962,248.868,539.962,323.78,239.911,334.227,198.094,156.493,154.833,153.018,516.38,212.151,251.73
27,1801.892,1349.434,1376.226,1357.045,2029.308,717.558,987.198,628.391,720.231,1111.535,1976.314,910.321,462.871,386.252,1045.679,1358.566,1283.804,1307.759,1085.532,1379.216,1053.337,493.804,383.677,425.339,332.072,340.368,751.74,583.861,602.154,971.711,1212.427,492.957,322.654,325.667,228.13,350.643,474.621,287.879,365.202,246.625,385.723,432.08,341.971,236.585,190.319,127.384,315.298,1106.012,1160.476,1065.651,899.135,851.69,1229.663,1507.278,991.429,565.835,1089.203,793.906,474.316,252.218,225.581,528.342,316.554,254.375,347.239,258.898,190.816,194.701,188.084,563.089,217.697,262.284
28,1762.583,1447.86,1450.567,1431.169,1975.197,692.749,957.28,665.783,739.317,1127.265,1992.019,991.857,455.548,410.958,979.487,1318.406,1309.486,1339.336,1097.097,1310.129,1129.75,519.528,437.969,408.792,367.725,356.771,785.8,625.411,609.019,923.758,1280.104,547.35,314.414,338.838,194.505,349.693,499.968,306.864,373.618,291.625,388.319,432.964,341.889,217.591,189.85,116.037,362.261,1057.775,1180.405,1051.164,865.969,851.46,1308.791,1491.264,972.6,513.57,1071.125,805.542,500.978,212.88,221.507,516.696,348.678,262.241,351.716,232.684,179.662,145.132,147.91,496.468,234.891,260.809
29,1656.943,1342.743,1326.335,1317.175,1989.812,704.045,953.464,653.783,787.423,1147.325,1970.59,1017.045,480.823,416.528,1000.415,1429.581,1347.238,1397.27,1230.578,1363.56,1041.215,544.497,431.906,459.625,341.508,347.861,743.42,591.722,575.067,812.469,1163.844,540.107,338.346,371.496,221.661,360.086,499.661,257.164,463.225,294.536,402.454,408.394,308.072,235.567,210.469,121.894,318.994,964.05,1095.786,1041.048,871.427,762.26,1184.686,1319.542,868.807,458.722,1023.531,736.094,484.14,247.774,219.632,503.253,323.554,285.08,376.716,214.008,155.713,148.312,145.813,507.81,229.151,267.021
30,1599.108,1384.485,1370.707,1361.52,2060.611,698.286,1000.116,643.08,740.606,1084.96,1920.712,934.696,444.645,383.818,923.634,1326.259,1253.159,1288.394,1058.273,1320.293,1070.448,505.261,381.427,426.594,298.979,324.278,714.8,589.305,566.913,887.766,1272.115,517.236,321.158,314.904,200.271,328.493,478.508,252.886,371.079,268.634,348.298,399.124,335.87,227.933,176.856,118.963,333.516,1069.2,1095.833,947.973,815.635,816.94,1226.651,1369.347,985.943,515.962,1038.781,788.552,437.603,248.549,234.14,529.165,326.056,292.786,387.977,202.52,156.654,159.118,150.699,448.886,225.37,253.865
31,1702.23,1378.728,1426.061,1298.537,1882.615,761.884,1028.942,695.667,765.856,1178.195,1962.481,950.643,428.129,355.603,996.513,1410.603,1380.14,1453.905,1233.006,1407.112,1103.919,510.563,430.948,451.714,348.771,366.035,778.72,659.132,607.163,924.297,1201.167,523.357,335.203,334.601,222.557,376.929,464.927,295.436,402.955,275.134,406.689,435.46,317.293,240.616,196.081,109.977,317.758,1177.088,1189.048,1066.808,888.74,873.98,1196.337,1499.917,1067.321,540.215,1079.234,853.979,470.331,237.158,234.809,551.975,328.983,254.92,373.75,262.75,174.588,159.389,173.349,480.962,239.05,281.546
32,1670.799,1408.169,1390.024,1316.232,1995.264,703.729,1021.459,694.551,743.202,1069.155,1892.5,888.545,455.565,370.416,1000.25,1250.375,1323.799,1246.569,1013.208,1344.103,1055.709,494.251,391.328,433.615,339.038,315.507,791.46,583.689,497.279,898.266,1207.427,500.071,322.925,336.82,190.052,361.393,451.323,274.764,413.753,275.643,412.265,432.978,318.625,241.256,199.831,106.218,310.342,1021.612,1070.75,964.959,906.677,830.31,1216.128,1384.847,954.536,511.228,1027.359,756.375,457.118,243.812,263.941,559.329,312.294,243.134,364.216,230.051,139.103,178.59,156.373,505.165,215.849,273.809
33,1616.424,1399.206,1394.774,1444.305,2166.486,710.573,1031.879,648.152,798.25,1140.065,1918.295,1023.857,427.452,362.794,1029.268,1285.822,1180.977,1167.723,1018.532,1250.121,1147.238,491.447,389.495,406.224,302.436,296.646,762.39,594.265,589.567,839.891,1196.802,505.621,310.188,320.877,203.406,318.707,470.863,295.179,372.663,268.473,357.735,414.051,334.798,205.421,182.506,112.593,332.739,931.162,1135.25,895.794,938.146,800.05,1319.267,1228.375,960.879,517.127,985.859,726.271,469.625,253.098,267.779,510.861,334.825,253.375,409.614,227.398,173.662,159.438,127.398,532.57,235.008,272.596
34,1774.791,1461.037,1439.817,1363.836,2052.75,721.291,986.295,664.717,839.798,1125.98,1951.314,963.964,442.016,403.785,1004.732,1311.222,1325.981,1352.474,1081.247,1367.81,1139.064,552.508,445.922,416.234,333.877,338.715,744.92,635.391,567.731,858.828,1240.135,544.007,363.647,323.167,200.547,358.907,435.315,312,399.73,264.527,385.975,404.431,349.442,221.598,219.95,126.014,381.714,1167.35,1246.881,989.048,962.646,925.72,1306.802,1557.75,1106.343,543.734,1190.688,897.146,487.581,266.226,244.868,537.025,347.627,241.857,378.5,225.879,172.735,176.076,173.217,568.797,210.513,251.858
